Mes;07B1524;07B2529;07B3034;07B35;8B1524;8B2529;8B3034;8B35;12B1524;12B2529;12B3034;12B35;07CR1524;07CR2529;07CR3034;07CR35;8CR1524;8CR2529;8CR3034;8CR35;12CR1524;12CR2529;12CR3034;12CR35;07CB1524;07CB2529;07CB3034;07CB35;8CB1524;8CB2529;8CB3034;8CB35;12CB1524;12CB2529;12CB3034;12CB35;07M1524;07M2529;07M3034;07M35;8M1524;8M2529;8M3034;8M35;12M1524;12M2529;12M3034;12M35;07CH1524;07CH2529;07CH3034;07CH35;8CH1524;8CH2529;8CH3034;8CH35;12CH1524;12CH2529;12CH3034;12CH35;00B1524;00B2529;00B3034;00B35;00CR1524;00CR2529;00CR3034;00CR35;00CB1524;00CB2529;00CB3034;00CB35;00M1524;00M2529;00M3034;00M35;00CH1524;00CH2529;00CH3034;00CH35
2011-01;38777;16396;11828;8675;59832;31143;18055;9376;9239;12650;12483;7239;947;560;365;218;1494;558;319;111;195;330;285;167;101;62;38;52;5169;2244;1187;937;250;726;384;275;17610;10360;8058;5872;21036;15272;10446;5781;48128;16264;9189;5344;1084;512;508;627;5861;2996;2155;1659;1281;1779;1939;1390;107848;60189;42366;25290;1790;950;642;330;5520;3032;1609;1264;86774;41896;27693;16997;8226;5287;4602;3676
2011-02;36592;15530;11330;8575;57525;30107;17858;9295;8793;12243;12150;7069;892;442;273;209;1340;529;239;133;194;294;284;135;86;47;39;39;4267;1639;941;771;171;568;333;212;15607;9076;6929;5252;18525;13910;9483;5360;43072;14234;8027;4777;1023;507;470;552;5413;2623;1778;1483;1097;1487;1673;1216;102910;57880;41338;24939;1620;870;562;307;4524;2254;1313;1022;77204;37220;24439;15389;7533;4617;3921;3251
2011-03;42688;18098;13092;9816;67738;35382;21321;10994;9640;13614;13795;8102;972;541;350;232;1477;589;296;142;248;386;335;144;84;46;45;37;4164;1604;881;659;194;586;332;248;17268;10031;7665;5622;20362;15354;10641;5876;47842;16036;8950;5344;1085;533;536;586;6107;3079;2122;1779;1268;1853;2015;1421;120066;67094;48208;28912;1809;1021;676;323;4442;2236;1258;944;85472;41421;27256;16842;8460;5465;4673;3786
2011-04;40342;17038;12372;9434;63964;33590;19747;10343;8645;12423;12779;7327;956;548;337;213;1533;613;298;162;249;342;300;130;59;52;35;42;3925;1564;787;659;205;583;314;216;16680;9735;7380;5302;19372;14987;10401;5640;45728;15468;8567;4873;1015;478;443;561;5662;2804;1850;1573;1188;1695;1846;1323;112951;63051;44898;27104;1841;1007;633;334;4189;2199;1136;917;81780;40190;26348;15815;7865;4977;4139;3457
2011-05;42146;17853;13154;9959;67744;35726;21164;10850;8307;12455;13462;7902;1009;538;329;210;1522;598;295;161;249;347;320;141;70;39;39;41;4072;1713;847;673;156;602;339;195;17413;10018;7758;5627;20172;15579;10802;5984;47111;16101;8866;5372;987;515;454;551;5589;2773;1905;1583;1150;1712;1782;1349;118197;66034;47780;28711;1841;984;654;343;4298;2354;1225;909;84696;41698;27426;16983;7726;5000;4141;3483
2011-06;39397;16170;11997;9243;63949;33209;19525;10338;7490;11649;12524;7491;874;490;333;216;1527;597;316;163;248;333;307;163;78;51;64;41;4015;1722;902;641;241;652;355;211;16202;9695;7709;5440;20840;15535;10871;5852;46620;15767;9049;5220;972;457;455;547;5677;2564;1885;1555;1183;1630;1714;1249;110836;61028;44046;27072;1853;981;687;367;4334;2425;1321;893;83662;40997;27629;16512;7832;4651;4054;3351
2011-07;38111;15721;11471;8978;63501;32734;19579;10253;6993;11264;12285;7340;966;554;317;221;1668;660;340;175;241;324;326;162;74;52;45;42;4846;1961;1083;854;297;792;410;255;17808;10635;8197;6150;22603;16856;11598;6443;49864;17307;9843;5867;987;454;390;515;5681;2677;1893;1452;1123;1631;1749;1286;108605;59719;43335;26571;1983;1036;711;379;5217;2805;1538;1151;90275;44798;29638;18460;7791;4762;4032;3253
2011-08;37102;15390;11367;8448;61648;32220;19238;10063;6568;10958;12212;7144;1012;576;324;248;1710;692;344;172;276;370;320;154;87;69;41;50;5873;2403;1231;944;314;948;478;324;18299;10965;8505;6359;23814;17791;12370;6643;53005;18163;10488;6065;1006;497;445;542;5847;2651;1819;1591;1210;1703;1847;1341;105318;58568;42817;25655;2073;1131;705;376;6274;3420;1750;1318;95118;46919;31363;19067;8063;4851;4111;3474
2011-09;35681;14489;10793;8111;60242;31316;18609;9408;6477;10732;12030;6977;1061;571;401;281;1806;733;349;169;293;399;413;188;100;71;35;46;6478;2732;1373;1099;346;1059;541;370;18067;10858;8631;6161;24445;18869;12721;6801;54727;18927;10585;6345;1043;422;498;500;6120;2774;1959;1519;1321;1681;1891;1339;102400;56537;41432;24496;2199;1203;797;403;6924;3862;1949;1515;97239;48654;31937;19307;8484;4877;4348;3358
2011-10;35013;13917;10490;7991;59113;30764;18476;9338;5939;10056;11534;6883;1076;571;383;260;1806;638;341;167;264;367;362;156;108;76;63;48;6346;2504;1313;1108;326;948;532;371;17522;10455;8112;6099;23386;17484;11712;6672;52613;17919;10155;5970;1015;481;417;509;5639;2713;1860;1557;1134;1590;1877;1312;100065;54737;40500;24212;2178;1081;766;371;6780;3528;1908;1527;93521;45858;29979;18741;7788;4784;4154;3378
2011-11;33750;13738;10310;7794;58847;30676;18599;9358;5513;9898;11104;6665;1027;539;379;246;1675;645;343;181;290;384;345;182;105;64;38;64;5904;2435;1228;952;280;850;468;376;17037;9752;7568;5751;22352;16408;11305;6257;50259;16706;9550;5800;1032;447;467;481;5580;2594;1831;1524;1206;1603;1916;1290;98110;54312;40013;23817;2070;1093;726;427;6289;3349;1734;1392;89648;42866;28423;17808;7818;4644;4214;3295
2011-12;34123;13969;10532;8201;60840;31993;19580;9828;5626;10027;11667;6998;1014;541;380;231;1676;676;320;150;259;362;341;185;73;58;40;50;5503;2375;1207;1033;286;917;480;330;15908;9092;7165;5346;21938;16063;10946;6117;48592;16102;9165;5426;1039;498;451;537;5601;2748;1982;1582;1164;1583;1842;1339;100589;55989;41779;25027;2008;1096;701;385;5862;3350;1727;1413;86438;41257;27276;16889;7804;4829;4275;3458
2012-01;35126;14444;10957;8510;63758;33904;20431;10347;5775;10323;11851;7114;995;520;348;219;1639;600;286;152;242;336;335;160;74;56;32;33;4987;2035;1027;833;258;802;416;309;17139;9845;7486;5741;22513;16627;11075;6001;50263;16287;9154;5324;930;447;498;575;5708;2847;2018;1631;1249;1762;1968;1380;104659;58671;43239;25971;1955;992;653;345;5319;2893;1475;1175;89915;42759;27715;17066;7887;5056;4484;3586
2012-02;33854;14157;10834;8279;63349;33580;20431;10512;5729;10451;12235;7277;862;459;306;220;1483;567;270;157;240;314;291;144;66;41;43;39;4544;1882;970;747;255;781;399;263;15574;8764;6759;4932;20381;14997;10251;5656;46519;15090;8295;4727;893;420;404;513;5414;2686;2062;1552;1176;1595;1833;1314;102932;58188;43500;26068;1789;922;604;340;4865;2704;1412;1049;82474;38851;25305;15315;7483;4701;4299;3379
2012-03;37427;15505;12068;9182;71371;37274;23308;11988;6352;11718;13802;8326;922;500;344;209;1569;599;332;145;235;332;305;158;68;37;32;57;4404;1816;891;762;234;749;387;198;16485;9309;7469;5506;21897;16636;11435;5994;49949;16291;9207;5118;969;441;482;495;5787;2784;2100;1556;1407;1906;2029;1412;115150;64497;49178;29496;1872;968;669;360;4706;2602;1310;1017;88331;42236;28111;16618;8163;5131;4611;3463
2012-04;34966;14215;11207;8669;66893;35025;21440;11226;5696;10622;12740;7364;938;464;314;223;1561;558;317;140;255;315;311;145;65;41;27;23;3767;1543;725;603;212;646;333;194;16022;9177;7115;5222;20874;15917;10981;5844;47877;15942;8665;4935;987;424;411;486;5648;2674;1987;1571;1241;1736;1987;1329;107555;59862;45387;27259;1881;914;655;308;4044;2230;1085;820;84773;41036;26761;16001;7876;4834;4385;3386
2012-05;35993;14636;11413;9027;69478;35680;22540;11623;6013;11078;13466;7934;903;507;349;232;1621;639;319;165;246;338;335;149;64;43;40;32;3729;1638;811;586;202;653;327;213;16469;9358;7503;5465;22101;16711;11586;6251;49583;16689;9207;5376;944;394;398;497;5709;2692;2107;1488;1329;1757;1944;1365;111484;61394;47419;28584;1931;1020;694;346;3995;2334;1178;831;88153;42758;28296;17092;7982;4843;4449;3350
2012-06;33933;13417;10735;8347;64936;33402;20658;10682;5580;10510;12529;7601;838;480;292;198;1574;639;319;139;238;335;300;152;76;49;31;32;3890;1627;806;642;212;627;318;192;15809;9231;7441;5367;22251;16563;11432;6263;48732;16406;9156;5290;926;444;366;466;5572;2639;1830;1501;1235;1781;1894;1350;104449;57329;43922;26630;1888;1023;650;323;4178;2303;1155;866;86792;42200;28029;16920;7733;4864;4090;3317
2012-07;34412;13494;10792;8339;65608;33748;20953;10822;5610;10425;12834;7587;871;486;390;214;1582;689;307;165;219;339;349;172;80;61;47;33;4801;2096;1107;834;271;853;459;283;16987;9419;7570;5737;24319;17648;12223;6751;52415;17664;9919;5752;907;391;411;485;5732;2652;1934;1442;1300;1675;2014;1397;105630;57667;44579;26748;1881;1089;703;370;5152;3010;1613;1150;93721;44731;29712;18240;7939;4718;4359;3324
2012-08;33279;13151;10339;8080;64692;33142;20664;10603;5492;10565;12657;7556;984;549;359;207;1623;630;356;157;258;388;385;186;89;60;45;44;5082;2172;1101;851;260;872;449;335;17546;9968;8125;5863;25771;19015;12937;7284;55524;18653;10609;6231;975;406;410;465;5569;2648;1894;1497;1192;1732;2012;1408;103463;56858;43660;26239;1970;1078;786;387;5431;3104;1595;1230;98841;47636;31671;19378;7736;4786;4316;3370
2012-09;32574;12789;10002;7824;64084;32822;20577;10381;5461;10512;13091;7513;1011;548;378;249;1743;647;348;168;239;380;364;169;69;61;39;35;5367;2266;1101;876;314;908;528;313;17423;9857;8059;6124;25892;19140;13129;7259;55481;18661;10558;6321;923;365;394;480;5402;2534;1883;1423;1253;1695;2010;1388;102119;56123;43670;25718;2051;1088;751;372;5750;3235;1668;1224;98796;47658;31746;19704;7578;4594;4287;3291
2012-10;32865;12735;10142;7775;64681;33715;21237;10843;5459;10669;13346;7848;1025;553;366;254;1837;694;340;204;261;377;368;178;94;44;48;38;5669;2332;1168;972;350;1025;603;331;16891;9403;7933;5927;25603;18677;12738;7262;54582;17965;10510;6158;919;380;388;459;5478;2616;1895;1445;1233;1727;2129;1507;103005;57119;44725;26466;2192;1115;756;420;6113;3401;1819;1341;97076;46045;31181;19347;7630;4723;4412;3411
2012-11;31009;12353;9767;7496;61196;31388;20232;10133;5203;9848;12378;7252;975;518;376;292;1671;671;332;161;227;370;389;191;85;41;41;42;5130;2195;1038;868;288;979;544;340;15410;8538;6923;5387;23377;17094;11773;6580;50054;16397;9508;5578;828;401;396;458;5102;2516;1891;1336;1144;1629;1914;1392;97408;53589;42377;24881;1983;1082;762;394;5503;3215;1623;1250;88841;42029;28204;17545;7074;4546;4201;3186
2012-12;31723;12397;9810;7812;63296;32546;21103;10609;5388;10452;13042;7718;1004;548;382;221;1656;635;354;177;242;363;360;171;65;47;52;46;4754;2066;1065;798;280;899;513;334;14719;8159;6808;5070;23033;16945;11617;6351;49465;15995;9114;5306;884;361;425;455;5180;2568;1877;1410;1191;1674;2119;1373;100407;55395;43955;26139;1963;1045;766;394;5099;3012;1630;1178;87217;41099;27539;16727;7255;4603;4421;3238
2013-01;32537;13072;10197;8189;66846;34721;22516;11326;5765;10864;13611;8099;909;499;367;287;1615;608;334;179;241;341;321;166;66;41;39;41;4770;2113;994;774;259;877;467;300;16330;8938;7212;5589;23557;17542;11783;6547;50755;16405;9371;5398;904;395;485;497;5491;2752;2125;1510;1406;1868;2224;1516;105148;58657;46324;27614;1922;990;694;386;5095;3031;1500;1115;90642;42885;28366;17534;7801;5015;4834;3523
2013-02;29731;12120;9539;7656;62504;32581;21063;10842;5402;10395;13117;7646;707;454;303;205;1418;512;304;141;199;327;290;161;54;37;37;37;4133;1668;921;683;209;740;404;244;14356;7815;6289;4645;20914;15262;10245;5602;45449;14829;8243;4793;852;378;394;414;4876;2445;1736;1475;1185;1663;1836;1420;97637;55096;43719;26144;1671;876;631;339;4396;2445;1362;964;80719;37906;24777;15040;6913;4486;3966;3309
2013-03;33166;13166;10750;8503;69905;36247;23615;11960;6081;11509;14344;8479;835;456;320;205;1440;603;296;158;229;350;323;172;57;30;33;37;3797;1644;843;582;203;751;428;234;15361;8328;6730;5071;22915;16850;11426;6238;49664;15899;8773;5079;866;387;418;461;5304;2728;1994;1491;1312;1870;2138;1499;109152;60922;48709;28942;1726;983;652;367;4057;2425;1304;853;87940;41077;26929;16388;7482;4985;4550;3451
2013-04;33254;13281;10639;8711;70154;36252;24030;12346;6036;11482;14433;8697;835;467;316;211;1525;628;299;179;266;344;297;211;52;38;28;17;3768;1626;805;584;201;728;424;234;15026;8084;6617;5093;22068;16582;11732;6102;48092;15522;8907;4996;913;412;402;457;5099;2590;1972;1474;1342;1925;2159;1529;109444;61015;49102;29754;1843;1010;624;407;4021;2392;1257;835;85186;40188;27256;16191;7354;4927;4533;3460
2013-05;34414;13632;10912;8777;71623;37182;24207;12666;6044;11856;14806;8876;774;486;321;227;1520;624;346;150;233;378;321;172;51;34;39;27;3847;1607;769;518;196;780;397;194;15682;8349;6965;5127;22724;16906;11676;6405;49772;16187;9115;5211;863;367;445;483;5299;2610;1800;1508;1251;1886;2147;1532;112081;62670;49925;30319;1804;1036;706;349;4094;2421;1205;739;88178;41442;27756;16743;7413;4863;4392;3523
2013-06;32016;12338;9892;7981;67208;33982;21960;11519;5722;10923;13650;8195;759;432;313;224;1512;621;297;166;248;368;286;164;46;24;25;38;3814;1641;790;528;229;763;408;231;14745;7995;6662;4954;22519;16822;11472;6248;48441;15920;8963;5053;922;356;370;475;5147;2487;1912;1418;1291;1829;2058;1393;104946;57243;45502;27695;1806;1013;608;368;4089;2428;1223;797;85705;40737;27097;16255;7360;4672;4340;3286
2013-07;32135;12483;10059;8092;68010;34231;22406;11603;5849;11352;14317;8598;853;480;334;229;1517;681;327;151;226;349;350;184;52;49;25;23;4305;1803;925;638;256;881;523;280;15722;8575;7073;5318;25505;18285;12780;6854;51569;17214;9717;5653;876;348;396;499;5222;2563;1931;1424;1337;1853;2143;1549;105994;58066;46782;28293;1795;1079;702;358;4613;2733;1473;941;92796;44074;29570;17825;7435;4764;4470;3472
2013-08;31197;11876;9530;7656;66162;33349;21782;11150;5680;11032;13911;8174;894;468;397;220;1676;664;327;160;243;363;341;199;79;46;36;29;5471;2438;1161;821;317;1083;612;365;16463;8793;7590;5601;26926;19393;13460;7137;54887;18475;10370;5798;904;344;378;448;5164;2515;1807;1331;1314;1802;2163;1506;103039;56257;45223;26980;1998;1073;704;388;5867;3567;1809;1215;98276;46661;31420;18536;7382;4661;4348;3285
2013-09;29909;11671;9047;7359;66637;33096;21693;11008;5772;11070;14213;8468;877;471;337;217;1593;635;323;162;272;364;385;190;78;43;51;35;5383;2372;1102;810;349;1118;648;351;16653;9015;7579;5544;27572;20172;13617;7384;55936;19062;10571;5977;958;323;383;440;5298;2656;1920;1440;1270;1957;2195;1443;102318;55837;44953;26835;1943;1042;759;387;5810;3533;1801;1196;100161;48249;31767;18905;7526;4936;4498;3323
2013-10;30062;11543;9357;7319;65640;33479;21582;11071;5709;10794;14322;8523;866;542;353;266;1651;648;262;155;235;397;368;202;77;53;44;50;5654;2524;1186;839;308;1039;650;339;15955;8672;7350;5498;27070;19860;13715;7381;54678;18423;10416;6002;897;354;382;429;5165;2696;1929;1454;1302;1923;2253;1545;101411;55816;45261;26913;1963;1098;674;407;6039;3616;1880;1228;97703;46955;31481;18881;7364;4973;4564;3428
2013-11;28408;11289;8831;7048;61926;31448;20548;10575;5272;10065;13053;7685;864;484;357;246;1578;679;328;146;240;403;342;185;71;43;36;39;5134;2255;1084;819;291;1024;669;344;14839;7985;6635;4983;24728;17589;12134;6567;51047;16660;9596;5469;886;391;392;430;4869;2563;1896;1358;1223;1706;2161;1432;95606;52802;42432;25308;1889;1125;706;370;5496;3322;1789;1202;90614;42234;28365;17019;6978;4660;4449;3220
2013-12;28182;11359;9005;7300;63966;33269;21754;11081;5759;10875;13934;8613;867;466;328;223;1637;652;349;175;248;383;397;196;65;39;27;43;4923;2337;1185;806;288;1036;669;357;14395;7787;6555;4918;24718;18167;12668;6818;50204;16633;9475;5508;871;385;409;456;5047;2765;2027;1499;1361;1948;2170;1553;97907;55503;44693;26994;1950;1074;773;414;5276;3412;1881;1206;89317;42587;28698;17244;7279;5098;4606;3508
2014-01;29560;11805;9467;7736;68765;35893;23760;12363;6023;11817;14594;8879;784;447;366;237;1553;642;349;162;264;358;350;206;66;45;36;30;4565;2037;1008;746;247;963;560;323;14849;7830;6572;5027;24239;17268;12360;6746;51019;16506;9521;5380;876;422;419;502;5341;2954;2134;1618;1494;2068;2407;1670;104348;59515;47821;28978;1883;1045;735;398;4878;3045;1604;1099;90107;41604;28453;17153;7711;5444;4960;3790
2014-02;27668;11152;8933;7350;65601;34385;22733;11962;5844;11448;14648;9149;667;391;314;187;1395;639;298;158;234;345;330;154;65;35;25;45;3914;1773;875;596;221;788;556;281;13205;6846;5818;4401;21472;15669;10800;6059;45580;14710;8333;4863;752;351;366;438;4733;2536;1863;1391;1272;1874;2034;1416;99113;56985;46314;28461;1694;1019;653;357;4200;2596;1456;922;80257;37225;24951;15323;6757;4761;4263;3245
2014-03;30752;12559;9973;8503;73077;37583;24719;13100;6292;12015;15045;9288;790;445;337;202;1569;655;362;165;269;371;378;178;53;25;28;25;3948;1725;851;567;221;855;530;247;14678;7651;6371;4742;23307;17420;11831;6418;49839;16068;9006;5007;899;390;398;471;5117;2815;2174;1515;1476;2184;2411;1573;110121;62157;49737;30891;1891;1051;768;368;4222;2605;1409;839;87824;41139;27208;16167;7492;5389;4983;3559
2014-04;30707;12307;9801;8237;72104;37398;24795;13239;6150;12185;15390;9839;757;430;306;216;1542;653;324;163;241;374;351;213;57;31;32;28;3691;1721;866;551;209;750;426;220;13789;7174;6157;4522;22238;17162;12019;6464;47387;15571;8733;4836;881;399;377;417;4976;2708;2074;1508;1328;2154;2367;1629;108961;61890;49986;31315;1840;1058;707;404;3957;2502;1324;799;83414;39907;26909;15822;7185;5261;4818;3554
2014-05;31352;12782;10249;8476;73729;38341;25407;13618;6331;12383;15598;9883;768;512;346;214;1589;679;333;166;267;395;358;183;53;32;25;28;3818;1786;819;543;193;805;494;237;14122;7380;6341;4917;23046;17697;12288;6459;48830;16322;9038;5098;833;383;364;418;5054;2779;2041;1484;1379;2037;2293;1653;111412;63506;51254;31977;1909;1106;716;377;4064;2623;1338;808;85998;41399;27667;16474;7266;5199;4698;3555
2014-06;29423;11576;9357;7964;69222;35202;23544;12594;5928;11748;15216;9538;671;458;284;205;1553;656;344;159;214;344;351;199;55;22;34;31;3661;1802;913;560;183;754;513;241;13778;7012;6157;4633;23322;17328;12251;6529;47475;15871;9007;5032;765;362;361;406;5106;2574;2028;1426;1451;2029;2325;1647;104573;58526;48117;30096;1822;1022;729;389;3899;2578;1460;832;84575;40211;27415;16194;7322;4965;4714;3479
2014-07;30269;11938;9527;8137;71114;36706;24576;12887;6293;12249;15968;9900;719;435;338;225;1576;711;384;167;239;359;394;184;69;31;28;28;4060;2001;930;636;243;825;485;260;14303;7446;6365;4962;25598;18909;13185;6964;50605;16973;9428;5477;861;383;374;442;5171;2738;2041;1536;1414;2209;2409;1641;107676;60893;50071;30924;1884;1101;806;379;4372;2857;1443;924;90506;43328;28978;17403;7446;5330;4824;3619
2014-08;29003;11392;8958;7673;69053;34808;22780;12398;6073;11800;15176;9439;812;498;370;206;1541;698;364;175;266;433;394;196;65;35;17;38;4532;2186;1078;649;241;937;591;287;14692;7650;6612;5200;26981;19927;13842;7394;52540;17937;10381;5774;845;369;384;419;5042;2612;1947;1452;1331;2072;2339;1592;104129;58000;46914;29510;1872;1166;775;409;4838;3158;1686;974;94213;45514;30835;18368;7218;5053;4670;3463
2014-09;28826;11446;8935;7438;69746;35163;23160;12404;6348;12486;15844;9973;805;416;362;252;1674;656;418;167;282;447;437;237;71;31;48;36;5071;2270;1124;787;306;1073;651;323;15338;8147;7006;5254;28583;21277;15117;7784;55289;18746;10821;6057;841;339;361;449;5110;2865;2128;1528;1352;2161;2349;1634;104920;59095;47939;29815;2027;1134;903;440;5448;3374;1823;1146;99210;48170;32944;19095;7303;5365;4838;3611
2014-10;27644;10973;8460;7257;67094;33986;22677;11864;5961;11445;15011;9777;862;485;398;291;1712;722;383;191;229;407;476;268;83;37;43;40;4977;2376;1165;765;284;1067;696;339;14974;7750;6804;5175;28123;20859;14824;7821;55196;18516;10802;5906;886;357;378;449;5183;2830;2084;1522;1385;2101;2523;1658;100699;56404;46148;28898;2024;1166;902;499;5344;3480;1904;1144;98293;47125;32430;18902;7454;5288;4985;3629
2014-11;26866;10501;8144;6936;65159;33009;21979;11487;5746;11221;14189;9109;872;454;360;240;1644;731;338;155;217;404;401;205;76;56;45;33;4731;2253;1144;718;263;1020;642;297;13990;7024;6113;4741;25744;18703;13252;7192;50986;17007;9742;5373;811;342;407;433;4740;2758;1980;1438;1250;2030;2261;1555;97771;54731;44312;27532;1937;1191;784;393;5070;3329;1831;1048;90720;42734;29107;17306;6801;5130;4648;3426
2014-12;27410;10731;8522;7429;69274;35520;23579;12667;6111;12216;15413;10242;793;503;356;248;1596;688;401;188;264;412;375;241;60;28;36;28;4748;2371;1127;685;283;1074;643;350;14028;7008;5964;4750;25407;19009;13418;7333;49993;16871;9597;5337;795;394;395;458;4877;2937;2134;1491;1303;2177;2479;1707;102795;58467;47514;30338;1920;1128;812;457;5091;3473;1806;1063;89428;42888;28979;17420;6975;5508;5008;3656
2015-01;28184;11169;8849;7446;71030;36825;25061;13393;6466;12621;16022;10163;724;412;315;213;1529;722;366;160;222;377;389;227;76;28;31;34;4494;2090;1046;683;248;883;568;280;14136;7149;6103;4909;24616;18401;13121;6831;48981;16488;9085;5231;817;358;416;448;5198;2996;2160;1628;1441;2310;2535;1862;105680;60615;49932;31002;1827;1127;786;421;4818;3001;1645;997;87733;42038;28309;16971;7456;5664;5111;3938
2015-02;25715;10260;8196;7212;67369;34887;23536;13091;6179;12218;15373;9763;658;365;309;205;1373;575;317;164;200;340;344;203;54;28;33;31;3786;1928;907;572;237;795;484;244;12522;6355;5324;4188;21845;16629;11628;6117;44050;14607;8276;4632;758;345;356;421;4460;2713;1942;1478;1302;2024;2299;1538;99263;57365;47105;30066;1627;943;694;398;4077;2751;1424;847;78417;37591;25228;14937;6520;5082;4597;3437
2015-03;29829;11854;9527;8286;77517;40649;27386;15401;7121;13882;17708;11543;710;411;295;209;1541;675;385;185;228;453;384;250;55;35;36;15;3814;1907;902;564;200;843;505;272;13688;6917;5884;4541;23987;18466;12934;6756;48006;15961;8817;4857;783;383;368;412;4951;2925;2024;1605;1432;2352;2580;1773;114467;66385;54621;35230;1824;1163;805;450;4069;2785;1443;851;85681;41344;27635;16154;7166;5660;4972;3790
2015-04;28533;11289;9332;8047;74155;38737;26121;14551;6684;12753;16175;10757;656;384;297;221;1490;696;340;158;232;335;376;210;49;33;13;39;3527;1736;851;516;215;709;493;210;13011;6581;5334;4243;22986;17642;12321;6664;45423;15290;8583;4596;756;293;345;413;4645;2745;1998;1525;1284;2249;2457;1724;109372;62779;51628;33355;1771;1064;729;407;3791;2478;1357;765;81420;39513;26238;15503;6685;5287;4800;3662
